id,label
5,automobile
6,automobile
33,automobile
45,automobile
46,automobile
47,automobile
61,automobile
62,automobile
65,automobile
66,automobile
76,automobile
80,automobile
95,automobile
97,automobile
98,automobile
100,automobile
106,automobile
113,automobile
120,automobile
127,automobile
135,automobile
137,automobile
138,automobile
141,automobile
161,automobile
169,automobile
177,automobile
185,automobile
202,automobile
207,automobile
213,automobile
227,automobile
228,automobile
237,automobile
239,automobile
251,automobile
256,automobile
258,automobile
262,automobile
263,automobile
276,automobile
283,automobile
302,automobile
303,automobile
305,automobile
312,automobile
313,automobile
324,automobile
326,automobile
331,automobile
355,automobile
365,automobile
376,automobile
390,automobile
394,automobile
397,automobile
428,automobile
433,automobile
455,automobile
462,automobile
467,automobile
483,automobile
487,automobile
494,automobile
499,automobile
507,automobile
525,automobile
537,automobile
548,automobile
562,automobile
566,automobile
569,automobile
577,automobile
579,automobile
591,automobile
594,automobile
600,automobile
607,automobile
618,automobile
645,automobile
677,automobile
691,automobile
700,automobile
715,automobile
744,automobile
748,automobile
754,automobile
762,automobile
773,automobile
816,automobile
824,automobile
834,automobile
835,automobile
836,automobile
841,automobile
842,automobile
849,automobile
856,automobile
874,automobile
875,automobile
880,automobile
894,automobile
918,automobile
937,automobile
943,automobile
948,automobile
963,automobile
978,automobile
979,automobile
981,automobile
992,automobile
998,automobile
1007,automobile
1021,automobile
1022,automobile
1030,automobile
1038,automobile
1053,automobile
1065,automobile
1069,automobile
1080,automobile
1091,automobile
1096,automobile
1104,automobile
1146,automobile
1154,automobile
1171,automobile
1241,automobile
1243,automobile
1252,automobile
1288,automobile
1294,automobile
1302,automobile
1305,automobile
1306,automobile
1321,automobile
1357,automobile
1365,automobile
1378,automobile
1381,automobile
1390,automobile
1395,automobile
1409,automobile
1411,automobile
1414,automobile
1422,automobile
1447,automobile
1449,automobile
1456,automobile
1465,automobile
1477,automobile
1495,automobile
1503,automobile
1521,automobile
1542,automobile
1548,automobile
1549,automobile
1552,automobile
1560,automobile
1566,automobile
1571,automobile
1572,automobile
1575,automobile
1579,automobile
1587,automobile
1600,automobile
1605,automobile
1606,automobile
1612,automobile
1622,automobile
1632,automobile
1652,automobile
1661,automobile
1682,automobile
1690,automobile
1695,automobile
1708,automobile
1725,automobile
1732,automobile
1737,automobile
1748,automobile
1782,automobile
1791,automobile
1800,automobile
1821,automobile
1870,automobile
1902,automobile
1908,automobile
1947,automobile
1974,automobile
1986,automobile
2006,automobile
2024,automobile
2030,automobile
2038,automobile
2039,automobile
2040,automobile
2047,automobile
2053,automobile
2068,automobile
2073,automobile
2085,automobile
2095,automobile
2102,automobile
2119,automobile
2144,automobile
2150,automobile
2154,automobile
2174,automobile
2181,automobile
2185,automobile
2186,automobile
2187,automobile
2201,automobile
2205,automobile
2228,automobile
2250,automobile
2251,automobile
2260,automobile
2269,automobile
2281,automobile
2284,automobile
2287,automobile
2290,automobile
2307,automobile
2319,automobile
2321,automobile
2329,automobile
2340,automobile
2363,automobile
2390,automobile
2391,automobile
2395,automobile
2423,automobile
2429,automobile
2432,automobile
2434,automobile
2446,automobile
2456,automobile
2457,automobile
2467,automobile
2470,automobile
2497,automobile
2512,automobile
2546,automobile
2569,automobile
2570,automobile
2571,automobile
2583,automobile
2585,automobile
2588,automobile
2589,automobile
2598,automobile
2601,automobile
2616,automobile
2629,automobile
2631,automobile
2657,automobile
2662,automobile
2728,automobile
2732,automobile
2753,automobile
2754,automobile
2757,automobile
2763,automobile
2766,automobile
2770,automobile
2772,automobile
2776,automobile
2796,automobile
2801,automobile
2803,automobile
2826,automobile
2828,automobile
2829,automobile
2838,automobile
2842,automobile
2845,automobile
2850,automobile
2852,automobile
2863,automobile
2884,automobile
2888,automobile
2911,automobile
2929,automobile
2959,automobile
2995,automobile
3010,automobile
3021,automobile
3026,automobile
3035,automobile
3060,automobile
3063,automobile
3065,automobile
3073,automobile
3079,automobile
3086,automobile
3104,automobile
3121,automobile
3132,automobile
3143,automobile
3184,automobile
3213,automobile
3231,automobile
3232,automobile
3234,automobile
3239,automobile
3258,automobile
3274,automobile
3286,automobile
3316,automobile
3328,automobile
3347,automobile
3367,automobile
3379,automobile
3380,automobile
3387,automobile
3388,automobile
3400,automobile
3405,automobile
3415,automobile
3416,automobile
3445,automobile
3453,automobile
3468,automobile
3484,automobile
3486,automobile
3506,automobile
3513,automobile
3524,automobile
3556,automobile
3602,automobile
3606,automobile
3621,automobile
3660,automobile
3662,automobile
3679,automobile
3728,automobile
3735,automobile
3736,automobile
3744,automobile
3745,automobile
3774,automobile
3780,automobile
3782,automobile
3809,automobile
3823,automobile
3828,automobile
3831,automobile
3837,automobile
3841,automobile
3852,automobile
3872,automobile
3887,automobile
3900,automobile
3908,automobile
3912,automobile
3923,automobile
3925,automobile
3935,automobile
3936,automobile
3938,automobile
3955,automobile
3985,automobile
3991,automobile
3993,automobile
4007,automobile
4012,automobile
4014,automobile
4022,automobile
4040,automobile
4041,automobile
4048,automobile
4051,automobile
4085,automobile
4100,automobile
4101,automobile
4102,automobile
4133,automobile
4146,automobile
4172,automobile
4173,automobile
4186,automobile
4201,automobile
4207,automobile
4231,automobile
4245,automobile
4251,automobile
4262,automobile
4266,automobile
4300,automobile
4327,automobile
4328,automobile
4333,automobile
4335,automobile
4353,automobile
4355,automobile
4359,automobile
4361,automobile
4364,automobile
4380,automobile
4386,automobile
4391,automobile
4424,automobile
4444,automobile
4445,automobile
4459,automobile
4460,automobile
4465,automobile
4493,automobile
4497,automobile
4501,automobile
4506,automobile
4518,automobile
4529,automobile
4534,automobile
4554,automobile
4558,automobile
4561,automobile
4563,automobile
4566,automobile
4579,automobile
4586,automobile
4592,automobile
4608,automobile
4610,automobile
4616,automobile
4625,automobile
4626,automobile
4632,automobile
4637,automobile
4649,automobile
4655,automobile
4662,automobile
4665,automobile
4697,automobile
4740,automobile
4763,automobile
4765,automobile
4770,automobile
4776,automobile
4798,automobile
4804,automobile
4841,automobile
4857,automobile
4859,automobile
4867,automobile
4910,automobile
4918,automobile
4928,automobile
4933,automobile
4943,automobile
4945,automobile
4946,automobile
4950,automobile
4954,automobile
4959,automobile
4978,automobile
4984,automobile
4994,automobile
5015,automobile
5022,automobile
5053,automobile
5071,automobile
5077,automobile
5085,automobile
5100,automobile
5103,automobile
5113,automobile
5126,automobile
5138,automobile
5145,automobile
5147,automobile
5150,automobile
5158,automobile
5172,automobile
5182,automobile
5196,automobile
5197,automobile
5198,automobile
5203,automobile
5208,automobile
5212,automobile
5225,automobile
5233,automobile
5237,automobile
5244,automobile
5248,automobile
5258,automobile
5262,automobile
5283,automobile
5288,automobile
5302,automobile
5312,automobile
5335,automobile
5338,automobile
5345,automobile
5357,automobile
5388,automobile
5393,automobile
4,deer
11,deer
21,deer
29,deer
35,deer
59,deer
67,deer
83,deer
87,deer
90,deer
99,deer
131,deer
146,deer
150,deer
154,deer
159,deer
163,deer
176,deer
181,deer
248,deer
255,deer
264,deer
269,deer
273,deer
297,deer
300,deer
311,deer
337,deer
344,deer
346,deer
347,deer
364,deer
373,deer
379,deer
382,deer
391,deer
399,deer
400,deer
415,deer
421,deer
430,deer
435,deer
436,deer
448,deer
450,deer
459,deer
478,deer
485,deer
490,deer
491,deer
506,deer
521,deer
522,deer
527,deer
529,deer
544,deer
550,deer
564,deer
573,deer
582,deer
617,deer
622,deer
623,deer
633,deer
643,deer
661,deer
662,deer
666,deer
670,deer
675,deer
678,deer
694,deer
706,deer
712,deer
713,deer
726,deer
759,deer
765,deer
781,deer
817,deer
832,deer
845,deer
857,deer
869,deer
877,deer
888,deer
905,deer
926,deer
931,deer
935,deer
940,deer
946,deer
947,deer
952,deer
960,deer
967,deer
977,deer
980,deer
983,deer
1002,deer
1005,deer
1006,deer
1008,deer
1019,deer
1023,deer
1070,deer
1144,deer
1149,deer
1159,deer
1170,deer
1183,deer
1204,deer
1213,deer
1222,deer
1226,deer
1239,deer
1255,deer
1257,deer
1265,deer
1269,deer
1270,deer
1285,deer
1295,deer
1298,deer
1300,deer
1304,deer
1311,deer
1312,deer
1313,deer
1314,deer
1316,deer
1325,deer
1334,deer
1340,deer
1348,deer
1349,deer
1350,deer
1351,deer
1367,deer
1374,deer
1386,deer
1388,deer
1389,deer
1397,deer
1407,deer
1408,deer
1426,deer
1436,deer
1451,deer
1452,deer
1458,deer
1472,deer
1492,deer
1510,deer
1517,deer
1527,deer
1536,deer
1558,deer
1570,deer
1576,deer
1596,deer
1616,deer
1624,deer
1625,deer
1631,deer
1640,deer
1641,deer
1645,deer
1655,deer
1658,deer
1660,deer
1664,deer
1667,deer
1668,deer
1693,deer
1696,deer
1705,deer
1713,deer
1729,deer
1740,deer
1747,deer
1763,deer
1785,deer
1792,deer
1796,deer
1805,deer
1814,deer
1815,deer
1818,deer
1827,deer
1833,deer
1852,deer
1856,deer
1864,deer
1867,deer
1871,deer
1881,deer
1882,deer
1883,deer
1890,deer
1904,deer
1905,deer
1911,deer
1924,deer
1926,deer
1935,deer
1938,deer
1942,deer
1953,deer
1954,deer
1969,deer
1975,deer
1985,deer
1993,deer
2057,deer
2070,deer
2079,deer
2086,deer
2089,deer
2106,deer
2107,deer
2117,deer
2123,deer
2124,deer
2132,deer
2145,deer
2156,deer
2176,deer
2179,deer
2191,deer
2197,deer
2211,deer
2214,deer
2217,deer
2226,deer
2235,deer
2236,deer
2239,deer
2246,deer
2254,deer
2258,deer
2283,deer
2294,deer
2298,deer
2301,deer
2305,deer
2328,deer
2330,deer
2364,deer
2386,deer
2403,deer
2416,deer
2419,deer
2420,deer
2443,deer
2445,deer
2451,deer
2462,deer
2466,deer
2486,deer
2487,deer
2489,deer
2516,deer
2521,deer
2529,deer
2545,deer
2574,deer
2577,deer
2581,deer
2592,deer
2630,deer
2648,deer
2655,deer
2673,deer
2674,deer
2692,deer
2696,deer
2704,deer
2706,deer
2711,deer
2713,deer
2726,deer
2735,deer
2780,deer
2788,deer
2793,deer
2812,deer
2822,deer
2831,deer
2833,deer
2836,deer
2840,deer
2843,deer
2857,deer
2859,deer
2897,deer
2900,deer
2901,deer
2905,deer
2906,deer
2912,deer
2914,deer
2922,deer
2923,deer
2927,deer
2944,deer
2952,deer
2977,deer
2991,deer
2996,deer
3000,deer
3002,deer
3028,deer
3031,deer
3037,deer
3045,deer
3047,deer
3078,deer
3090,deer
3113,deer
3117,deer
3134,deer
3142,deer
3146,deer
3167,deer
3177,deer
3183,deer
3190,deer
3218,deer
3220,deer
3226,deer
3237,deer
3253,deer
3261,deer
3284,deer
3289,deer
3297,deer
3301,deer
3307,deer
3309,deer
3315,deer
3323,deer
3327,deer
3355,deer
3361,deer
3378,deer
3384,deer
3394,deer
3398,deer
3409,deer
3419,deer
3434,deer
3443,deer
3446,deer
3461,deer
3465,deer
3466,deer
3495,deer
3508,deer
3510,deer
3520,deer
3523,deer
3528,deer
3534,deer
3539,deer
3540,deer
3541,deer
3557,deer
3560,deer
3561,deer
3567,deer
3578,deer
3588,deer
3600,deer
3613,deer
3631,deer
3636,deer
3665,deer
3669,deer
3685,deer
3688,deer
3689,deer
3691,deer
3696,deer
3718,deer
3719,deer
3724,deer
3733,deer
3737,deer
3751,deer
3758,deer
3760,deer
3762,deer
3777,deer
3785,deer
3798,deer
3799,deer
3803,deer
3817,deer
3822,deer
3840,deer
3856,deer
3863,deer
3867,deer
3869,deer
3873,deer
3880,deer
3898,deer
3909,deer
3914,deer
3920,deer
3926,deer
3937,deer
3946,deer
3949,deer
3953,deer
3958,deer
3971,deer
3974,deer
3982,deer
3986,deer
4000,deer
4033,deer
4044,deer
4054,deer
4056,deer
4058,deer
4059,deer
4064,deer
4104,deer
4105,deer
4107,deer
4130,deer
4138,deer
4157,deer
4159,deer
4174,deer
4176,deer
4183,deer
4185,deer
4194,deer
4196,deer
4200,deer
4213,deer
4214,deer
4220,deer
4225,deer
4228,deer
4232,deer
4233,deer
4263,deer
4264,deer
4281,deer
4287,deer
4291,deer
4297,deer
4298,deer
4302,deer
4306,deer
4308,deer
4318,deer
4324,deer
4329,deer
4360,deer
4382,deer
4383,deer
4385,deer
4395,deer
4396,deer
4401,deer
4414,deer
4430,deer
4439,deer
4448,deer
4498,deer
4504,deer
4528,deer
4562,deer
4574,deer
4615,deer
4641,deer
4643,deer
4661,deer
4667,deer
4682,deer
4688,deer
4696,deer
4708,deer
4710,deer
4711,deer
4716,deer
4726,deer
4739,deer
4742,deer
4745,deer
4751,deer
4754,deer
4757,deer
4764,deer
4774,deer
4782,deer
4802,deer
4840,deer
4847,deer
4858,deer
4865,deer
4886,deer
4906,deer
4911,deer
4925,deer
4944,deer
4963,deer
4970,deer
4974,deer
4979,deer
4986,deer
4988,deer
4990,deer
4999,deer
5030,deer
5039,deer
5043,deer
5052,deer
5064,deer
5068,deer
5075,deer
5076,deer
5120,deer
5142,deer
5144,deer
5174,deer
5179,deer
5180,deer
5181,deer
5188,deer
5194,deer
5213,deer
5215,deer
5226,deer
5228,deer
5230,deer
5238,deer
5257,deer
5260,deer
5265,deer
5286,deer
5290,deer
5299,deer
5343,deer
5346,deer
5348,deer
5351,deer
5359,deer
5365,deer
5406,deer
5435,deer
5441,deer
5443,deer
5452,deer
5463,deer
5487,deer
5489,deer
5491,deer
5492,deer
5496,deer
5502,deer
5515,deer
5549,deer
5571,deer
5582,deer
5595,deer
5608,deer
5620,deer
5625,deer
5626,deer
5632,deer
5634,deer
5654,deer
5670,deer
5677,deer
5678,deer
5705,deer
5707,deer
5722,deer
5727,deer
5740,deer
5743,deer
5755,deer
5757,deer
5769,deer
5787,deer
5789,deer
5791,deer
5814,deer
5816,deer
5827,deer
5830,deer
5845,deer
5881,deer
5895,deer
5903,deer
5909,deer
5910,deer
5920,deer
5932,deer
5941,deer
5945,deer
5947,deer
5951,deer
5958,deer
5999,deer
6008,deer
6010,deer
6022,deer
6023,deer
6028,deer
6040,deer
6050,deer
6057,deer
6081,deer
6085,deer
6104,deer
6111,deer
6116,deer
6129,deer
6145,deer
6169,deer
6174,deer
6176,deer
6181,deer
6182,deer
6204,deer
6205,deer
6207,deer
6212,deer
6213,deer
6215,deer
6235,deer
6244,deer
6250,deer
6252,deer
6267,deer
6271,deer
6275,deer
6281,deer
6282,deer
6290,deer
6293,deer
6299,deer
6304,deer
6312,deer
6315,deer
6332,deer
6340,deer
6345,deer
6362,deer
6379,deer
6388,deer
6390,deer
6411,deer
6416,deer
6422,deer
6433,deer
6438,deer
6451,deer
6453,deer
6466,deer
6473,deer
6476,deer
6486,deer
6499,deer
6506,deer
6510,deer
6525,deer
6528,deer
6533,deer
6536,deer
6561,deer
6563,deer
6570,deer
6587,deer
6592,deer
6595,deer
6604,deer
6606,deer
6612,deer
6613,deer
6614,deer
6637,deer
6653,deer
6655,deer
6682,deer
6711,deer
6721,deer
6771,deer
6781,deer
6786,deer
6810,deer
6839,deer
6841,deer
6845,deer
6853,deer
6864,deer
6876,deer
6878,deer
6880,deer
6892,deer
6895,deer
6898,deer
6908,deer
6912,deer
6925,deer
6941,deer
6944,deer
6951,deer
6984,deer
6986,deer
6991,deer
6994,deer
7025,deer
7036,deer
7044,deer
7053,deer
7055,deer
7059,deer
7060,deer
7063,deer
7079,deer
7098,deer
7100,deer
7101,deer
7111,deer
7120,deer
7155,deer
7156,deer
7164,deer
7189,deer
7207,deer
7208,deer
7219,deer
7270,deer
7275,deer
7284,deer
7296,deer
7297,deer
7302,deer
7318,deer
7323,deer
7357,deer
7360,deer
1284,bird
1286,bird
1289,bird
1292,bird
1296,bird
1308,bird
1329,bird
1335,bird
1355,bird
1360,bird
1373,bird
1410,bird
1416,bird
1431,bird
1439,bird
1441,bird
1444,bird
1445,bird
1459,bird
1476,bird
1479,bird
1493,bird
1498,bird
1501,bird
1502,bird
1524,bird
1528,bird
1531,bird
1533,bird
1534,bird
1543,bird
1567,bird
1577,bird
1607,bird
1610,bird
1615,bird
1621,bird
1642,bird
1671,bird
1676,bird
1677,bird
1678,bird
1694,bird
1706,bird
1728,bird
1746,bird
1753,bird
1754,bird
1757,bird
1769,bird
1778,bird
1788,bird
1789,bird
1790,bird
1793,bird
1794,bird
1799,bird
1801,bird
1813,bird
1819,bird
1831,bird
1839,bird
1845,bird
